Group	Ontology	Term	Annotation	Annotated	Significant	Expected	P_val
Human_scoary	GO:biological_process	GO:0016052	carbohydrate catabolic process	4192	52	11.37	1.2E-19
Human_scoary	GO:biological_process	GO:0016226	iron-sulfur cluster assembly	1138	29	3.09	2.8E-19
Human_scoary	GO:biological_process	GO:0031163	metallo-sulfur cluster assembly	1211	29	3.29	1.5E-18
Human_scoary	GO:biological_process	GO:0009242	colanic acid biosynthetic process	306	16	0.83	5.8E-16
Human_scoary	GO:biological_process	GO:0046377	colanic acid metabolic process	306	16	0.83	5.8E-16
Human_scoary	GO:biological_process	GO:0009244	lipopolysaccharide core region biosynthe...	1057	24	2.87	4.5E-15
Human_scoary	GO:biological_process	GO:0046401	lipopolysaccharide core region metabolic...	1057	24	2.87	4.5E-15
Human_scoary	GO:biological_process	GO:0033692	cellular polysaccharide biosynthetic pro...	3309	40	8.98	6.2E-15
Human_scoary	GO:biological_process	GO:0034220	ion transmembrane transport	11074	78	30.04	6.9E-15
Human_scoary	GO:biological_process	GO:0000271	polysaccharide biosynthetic process	3343	40	9.07	8.6E-15
Human_scoary	GO:biological_process	GO:1901367	response to L-cysteine	8	6	0.02	1.1E-14
Human_scoary	GO:biological_process	GO:0034637	cellular carbohydrate biosynthetic proce...	3382	40	9.18	1.3E-14
Human_scoary	GO:biological_process	GO:0055085	transmembrane transport	18010	104	48.86	3.5E-14
Human_scoary	GO:biological_process	GO:0044264	cellular polysaccharide metabolic proces...	3810	40	10.34	5.4E-13
Human_scoary	GO:biological_process	GO:0005976	polysaccharide metabolic process	3953	40	10.72	1.7E-12
Human_scoary	GO:biological_process	GO:0044282	small molecule catabolic process	8264	58	22.42	4.1E-11
Human_scoary	GO:biological_process	GO:0009103	lipopolysaccharide biosynthetic process	1694	24	4.6	8.6E-11
Human_scoary	GO:biological_process	GO:0016051	carbohydrate biosynthetic process	4734	40	12.84	3.5E-10
Human_scoary	GO:biological_process	GO:0008653	lipopolysaccharide metabolic process	1840	24	4.99	4.4E-10
Human_scoary	GO:biological_process	GO:0006811	ion transport	13918	78	37.76	5.5E-10
Human_scoary	GO:biological_process	GO:0009312	oligosaccharide biosynthetic process	1938	24	5.26	1.2E-09
Human_scoary	GO:biological_process	GO:0006790	sulfur compound metabolic process	6579	45	17.85	1.7E-08
Human_scoary	GO:biological_process	GO:0035335	peptidyl-tyrosine dephosphorylation	70	6	0.19	4.3E-08
Human_scoary	GO:biological_process	GO:0009311	oligosaccharide metabolic process	2394	24	6.5	6.6E-08
Human_scoary	GO:biological_process	GO:0019448	L-cysteine catabolic process	80	6	0.22	9.7E-08
Human_scoary	GO:biological_process	GO:0019450	L-cysteine catabolic process to pyruvate	80	6	0.22	9.7E-08
Human_scoary	GO:biological_process	GO:0019752	carboxylic acid metabolic process	23134	103	62.76	1.3E-07
Human_scoary	GO:biological_process	GO:1903509	liposaccharide metabolic process	2575	24	6.99	2.4E-07
Human_scoary	GO:biological_process	GO:0043436	oxoacid metabolic process	23497	103	63.75	2.8E-07
Human_scoary	GO:biological_process	GO:0044262	cellular carbohydrate metabolic process	6242	40	16.94	5.9E-07
Human_scoary	GO:biological_process	GO:0006082	organic acid metabolic process	23867	103	64.75	6E-07
Human_scoary	GO:biological_process	GO:0000098	sulfur amino acid catabolic process	153	6	0.42	4.4E-06
Human_scoary	GO:biological_process	GO:0009093	cysteine catabolic process	153	6	0.42	4.4E-06
Human_scoary	GO:biological_process	GO:0043200	response to amino acid	155	6	0.42	4.8E-06
Human_scoary	GO:biological_process	GO:0006768	biotin metabolic process	594	10	1.61	6.6E-06
Human_scoary	GO:biological_process	GO:0009102	biotin biosynthetic process	594	10	1.61	6.6E-06
Human_scoary	GO:biological_process	GO:0071705	nitrogen compound transport	10566	52	28.67	2.5E-05
Human_scoary	GO:biological_process	GO:0046395	carboxylic acid catabolic process	5295	32	14.37	2.6E-05
Human_scoary	GO:biological_process	GO:0000162	tryptophan biosynthetic process	591	9	1.6	4.1E-05
Human_scoary	GO:biological_process	GO:0042435	indole-containing compound biosynthetic ...	591	9	1.6	4.1E-05
Human_scoary	GO:biological_process	GO:0046219	indolalkylamine biosynthetic process	591	9	1.6	4.1E-05
Human_scoary	GO:biological_process	GO:0016054	organic acid catabolic process	5441	32	14.76	4.4E-05
Human_scoary	GO:biological_process	GO:0006568	tryptophan metabolic process	840	9	2.28	0.00056
Human_scoary	GO:biological_process	GO:0006586	indolalkylamine metabolic process	840	9	2.28	0.00056
Human_scoary	GO:biological_process	GO:0042430	indole-containing compound metabolic pro...	840	9	2.28	0.00056
Human_scoary	GO:biological_process	GO:0046439	L-cysteine metabolic process	372	6	1.01	0.00059
Human_scoary	GO:biological_process	GO:0009309	amine biosynthetic process	882	9	2.39	0.00078
Human_scoary	GO:biological_process	GO:0042401	cellular biogenic amine biosynthetic pro...	882	9	2.39	0.00078
Human_scoary	GO:biological_process	GO:0044273	sulfur compound catabolic process	445	6	1.21	0.00148
Human_scoary	GO:biological_process	GO:0006464	cellular protein modification process	7521	35	20.41	0.00149
Human_scoary	GO:biological_process	GO:0036211	protein modification process	7523	35	20.41	0.0015
Human_scoary	GO:biological_process	GO:0001101	response to acid chemical	534	6	1.45	0.00363
Human_scoary	GO:biological_process	GO:0009056	catabolic process	17900	67	48.56	0.004
Human_scoary	GO:biological_process	GO:0009071	serine family amino acid catabolic proce...	663	6	1.8	0.01004
Human_scoary	GO:biological_process	GO:0010243	response to organonitrogen compound	664	6	1.8	0.01011
Human_scoary	GO:biological_process	GO:0006534	cysteine metabolic process	744	6	2.02	0.0168
Human_scoary	GO:biological_process	GO:0008610	lipid biosynthetic process	5783	24	15.69	0.02745
Human_scoary	GO:biological_process	GO:0006470	protein dephosphorylation	866	6	2.35	0.03205
Human_scoary	GO:biological_process	GO:1901698	response to nitrogen compound	881	6	2.39	0.03439
Human_scoary	GO:biological_process	GO:1901575	organic substance catabolic process	16886	58	45.81	0.0358
Human_scoary	GO:biological_process	GO:0006576	cellular biogenic amine metabolic proces...	1638	9	4.44	0.03659
Human_scoary	GO:cellular_component	GO:0005886	plasma membrane	44630	169	87.51	6.6E-26
Human_scoary	GO:cellular_component	GO:0071944	cell periphery	48576	169	95.25	2.4E-21
Human_scoary	GO:cellular_component	GO:0016020	membrane	50789	169	99.58	4.8E-19
Human_scoary	GO:cellular_component	GO:0005623	cell	123473	248	242.1	0.0025
Human_scoary	GO:cellular_component	GO:0044464	cell part	123473	248	242.1	0.0025
Human_scoary	GO:cellular_component	GO:0030288	outer membrane-bounded periplasmic space	6798	24	13.33	0.0041
Human_scoary	GO:cellular_component	GO:0042597	periplasmic space	7959	24	15.61	0.0246
Human_scoary	GO:molecular_function	GO:0090585	protein-phosphocysteine-L-ascorbate-phos...	127	78	0.27	1E-30
Human_scoary	GO:molecular_function	GO:0090563	protein-phosphocysteine-sugar phosphotra...	909	78	1.91	1E-30
Human_scoary	GO:molecular_function	GO:0016857	racemase and epimerase activity, acting ...	495	52	1.04	1E-30
Human_scoary	GO:molecular_function	GO:0015144	carbohydrate transmembrane transporter a...	2354	78	4.93	1E-30
Human_scoary	GO:molecular_function	GO:0008742	L-ribulose-phosphate 4-epimerase activit...	42	26	0.09	1E-30
Human_scoary	GO:molecular_function	GO:0031418	L-ascorbic acid binding	42	26	0.09	1E-30
Human_scoary	GO:molecular_function	GO:0016854	racemase and epimerase activity	1149	52	2.41	1E-30
Human_scoary	GO:molecular_function	GO:0033982	3-dehydro-L-gulonate-6-phosphate decarbo...	84	26	0.18	1E-30
Human_scoary	GO:molecular_function	GO:0034015	L-ribulose-5-phosphate 3-epimerase activ...	84	26	0.18	1E-30
Human_scoary	GO:molecular_function	GO:0048029	monosaccharide binding	122	26	0.26	1E-30
Human_scoary	GO:molecular_function	GO:0016773	phosphotransferase activity, alcohol gro...	5433	78	11.39	1E-30
Human_scoary	GO:molecular_function	GO:0030246	carbohydrate binding	271	26	0.57	1E-30
Human_scoary	GO:molecular_function	GO:0016830	carbon-carbon lyase activity	2666	52	5.59	1E-30
Human_scoary	GO:molecular_function	GO:0022804	active transmembrane transporter activit...	8178	78	17.14	2.1E-30
Human_scoary	GO:molecular_function	GO:0016832	aldehyde-lyase activity	624	26	1.31	1.5E-25
Human_scoary	GO:molecular_function	GO:0016772	transferase activity, transferring phosp...	12563	88	26.33	4.8E-25
Human_scoary	GO:molecular_function	GO:0089702	undecaprenyl-phosphate glucose phosphotr...	37	10	0.08	4.6E-19
Human_scoary	GO:molecular_function	GO:0016853	isomerase activity	5848	52	12.26	1.1E-18
Human_scoary	GO:molecular_function	GO:0016829	lyase activity	7904	58	16.57	5E-17
Human_scoary	GO:molecular_function	GO:0016831	carboxy-lyase activity	1461	26	3.06	1.8E-16
Human_scoary	GO:molecular_function	GO:0005506	iron ion binding	2109	29	4.42	2.3E-15
Human_scoary	GO:molecular_function	GO:0004076	biotin synthase activity	84	10	0.18	3.3E-15
Human_scoary	GO:molecular_function	GO:0004048	anthranilate phosphoribosyltransferase a...	83	9	0.17	2E-13
Human_scoary	GO:molecular_function	GO:0022857	transmembrane transporter activity	16376	78	34.32	1.4E-12
Human_scoary	GO:molecular_function	GO:0031406	carboxylic acid binding	2367	26	4.96	1E-11
Human_scoary	GO:molecular_function	GO:0043177	organic acid binding	2367	26	4.96	1E-11
Human_scoary	GO:molecular_function	GO:0046872	metal ion binding	18350	81	38.46	2.3E-11
Human_scoary	GO:molecular_function	GO:0005215	transporter activity	17541	78	36.76	4.4E-11
Human_scoary	GO:molecular_function	GO:0046914	transition metal ion binding	10267	55	21.52	1E-10
Human_scoary	GO:molecular_function	GO:0043169	cation binding	19286	81	40.42	2.7E-10
Human_scoary	GO:molecular_function	GO:0016740	transferase activity	29338	107	61.49	4E-10
Human_scoary	GO:molecular_function	GO:0004725	protein tyrosine phosphatase activity	70	6	0.15	9.4E-09
Human_scoary	GO:molecular_function	GO:0019842	vitamin binding	3664	26	7.68	8.4E-08
Human_scoary	GO:molecular_function	GO:0043167	ion binding	34351	107	71.99	2.4E-06
Human_scoary	GO:molecular_function	GO:0016783	sulfurtransferase activity	739	10	1.55	4.6E-06
Human_scoary	GO:molecular_function	GO:0016782	transferase activity, transferring sulfu...	885	10	1.85	2.2E-05
Human_scoary	GO:molecular_function	GO:0016780	phosphotransferase activity, for other s...	946	10	1.98	3.8E-05
Human_scoary	GO:molecular_function	GO:0080146	L-cysteine desulfhydrase activity	299	6	0.63	4.5E-05
Human_scoary	GO:molecular_function	GO:0008270	zinc ion binding	5954	26	12.48	0.00037
Human_scoary	GO:molecular_function	GO:0016763	transferase activity, transferring pento...	1247	9	2.61	0.00142
Human_scoary	GO:molecular_function	GO:0051537	2 iron, 2 sulfur cluster binding	1526	10	3.2	0.0016
Human_scoary	GO:molecular_function	GO:0003824	catalytic activity	88198	206	184.85	0.00271
Human_scoary	GO:molecular_function	GO:0000287	magnesium ion binding	7188	26	15.06	0.00509
Human_scoary	GO:molecular_function	GO:0004721	phosphoprotein phosphatase activity	794	6	1.66	0.00697
Human_scoary	GO:molecular_function	GO:0016846	carbon-sulfur lyase activity	809	6	1.7	0.00761
Human_scoary	GO:molecular_function	GO:0016811	hydrolase activity, acting on carbon-nit...	1971	9	4.13	0.02438
Human_scoary	GO:molecular_function	GO:0050662	coenzyme binding	8368	26	17.54	0.02972
Human_scoary	GO:molecular_function	GO:0051539	4 iron, 4 sulfur cluster binding	2554	10	5.35	0.0446
Insect_scoary	GO:biological_process	GO:0018189	pyrroloquinoline quinone biosynthetic pr...	154	2	0.01	1.8E-05
Insect_scoary	GO:biological_process	GO:0072351	tricarboxylic acid biosynthetic process	154	2	0.01	1.8E-05
Insect_scoary	GO:biological_process	GO:0018212	peptidyl-tyrosine modification	160	2	0.01	1.9E-05
Insect_scoary	GO:biological_process	GO:0051188	cofactor biosynthetic process	8821	4	0.38	0.00021
Insect_scoary	GO:biological_process	GO:0006783	heme biosynthetic process	806	2	0.03	0.00049
Insect_scoary	GO:biological_process	GO:0042168	heme metabolic process	806	2	0.03	0.00049
Insect_scoary	GO:biological_process	GO:0006778	porphyrin-containing compound metabolic ...	952	2	0.04	0.00068
Insect_scoary	GO:biological_process	GO:0006779	porphyrin-containing compound biosynthet...	952	2	0.04	0.00068
Insect_scoary	GO:biological_process	GO:0042440	pigment metabolic process	952	2	0.04	0.00068
Insect_scoary	GO:biological_process	GO:0046148	pigment biosynthetic process	952	2	0.04	0.00068
Insect_scoary	GO:biological_process	GO:0051186	cofactor metabolic process	12243	4	0.52	0.00076
Insect_scoary	GO:biological_process	GO:0033013	tetrapyrrole metabolic process	1025	2	0.04	0.00079
Insect_scoary	GO:biological_process	GO:0033014	tetrapyrrole biosynthetic process	1025	2	0.04	0.00079
Insect_scoary	GO:biological_process	GO:0072350	tricarboxylic acid metabolic process	1244	2	0.05	0.00115
Insect_scoary	GO:biological_process	GO:1901661	quinone metabolic process	1535	2	0.07	0.00175
Insect_scoary	GO:biological_process	GO:1901663	quinone biosynthetic process	1535	2	0.07	0.00175
Insect_scoary	GO:biological_process	GO:0042181	ketone biosynthetic process	1608	2	0.07	0.00192
Insect_scoary	GO:biological_process	GO:0055114	oxidation-reduction process	19730	4	0.85	0.00465
Insect_scoary	GO:biological_process	GO:0042180	cellular ketone metabolic process	2877	2	0.12	0.00599
Insect_scoary	GO:biological_process	GO:0042364	water-soluble vitamin biosynthetic proce...	3006	2	0.13	0.00652
Insect_scoary	GO:biological_process	GO:0009110	vitamin biosynthetic process	3077	2	0.13	0.00682
Insect_scoary	GO:biological_process	GO:0006767	water-soluble vitamin metabolic process	3446	2	0.15	0.0085
Insect_scoary	GO:biological_process	GO:0018193	peptidyl-amino acid modification	3482	2	0.15	0.00867
Insect_scoary	GO:biological_process	GO:0006766	vitamin metabolic process	3517	2	0.15	0.00884
Insect_scoary	GO:biological_process	GO:0018130	heterocycle biosynthetic process	27745	4	1.19	0.01638
Insect_scoary	GO:biological_process	GO:1901362	organic cyclic compound biosynthetic pro...	28397	4	1.22	0.01782
Insect_scoary	GO:biological_process	GO:1901566	organonitrogen compound biosynthetic pro...	30036	4	1.29	0.02181
Insect_scoary	GO:biological_process	GO:0009108	coenzyme biosynthetic process	6994	2	0.3	0.03269
Insect_scoary	GO:biological_process	GO:0006464	cellular protein modification process	7521	2	0.32	0.03742
Insect_scoary	GO:biological_process	GO:0036211	protein modification process	7523	2	0.32	0.03744
Insect_scoary	GO:biological_process	GO:0044271	cellular nitrogen compound biosynthetic ...	35224	4	1.51	0.03839
Insect_scoary	GO:cellular_component	GO:0005886	plasma membrane	44630	4	1.41	0.016
Insect_scoary	GO:cellular_component	GO:0071944	cell periphery	48576	4	1.54	0.022
Insect_scoary	GO:cellular_component	GO:0016020	membrane	50789	4	1.61	0.026
Insect_scoary	GO:molecular_function	GO:0003870	5-aminolevulinate synthase activity	5	2	0	1.8E-08
Insect_scoary	GO:molecular_function	GO:0008883	glutamyl-tRNA reductase activity	77	2	0	5.3E-06
Insect_scoary	GO:molecular_function	GO:0016749	N-succinyltransferase activity	78	2	0	5.5E-06
Insect_scoary	GO:molecular_function	GO:0008106	alcohol dehydrogenase (NADP+) activity	236	2	0.01	5E-05
Insect_scoary	GO:molecular_function	GO:0016748	succinyltransferase activity	297	2	0.01	8E-05
Insect_scoary	GO:molecular_function	GO:0004033	aldo-keto reductase (NADP) activity	382	2	0.02	0.00013
Insect_scoary	GO:molecular_function	GO:0050661	NADP binding	810	2	0.04	0.00059
Insect_scoary	GO:molecular_function	GO:0016620	oxidoreductase activity, acting on the a...	943	2	0.04	0.00079
Insect_scoary	GO:molecular_function	GO:0016410	N-acyltransferase activity	950	2	0.04	0.0008
Insect_scoary	GO:molecular_function	GO:0016903	oxidoreductase activity, acting on the a...	1233	2	0.06	0.00135
Insect_scoary	GO:molecular_function	GO:0016491	oxidoreductase activity	17046	4	0.8	0.00373
Insect_scoary	GO:molecular_function	GO:0016616	oxidoreductase activity, acting on the C...	3348	2	0.16	0.00951
Insect_scoary	GO:molecular_function	GO:0016747	transferase activity, transferring acyl ...	3432	2	0.16	0.00998
Insect_scoary	GO:molecular_function	GO:0140101	catalytic activity, acting on a tRNA	3780	2	0.18	0.01202
Insect_scoary	GO:molecular_function	GO:0016746	transferase activity, transferring acyl ...	3939	2	0.18	0.01301
Insect_scoary	GO:molecular_function	GO:0016614	oxidoreductase activity, acting on CH-OH...	4035	2	0.19	0.01362
Insect_scoary	GO:molecular_function	GO:0140098	catalytic activity, acting on RNA	7815	2	0.37	0.04717
Plant_scoary	GO:biological_process	GO:0006041	glucosamine metabolic process	15	3	0	1.3E-09
Plant_scoary	GO:biological_process	GO:0006043	glucosamine catabolic process	15	3	0	1.3E-09
Plant_scoary	GO:biological_process	GO:0030447	filamentous growth	15	3	0	1.3E-09
Plant_scoary	GO:biological_process	GO:0036180	filamentous growth of a population of un...	15	3	0	1.3E-09
Plant_scoary	GO:biological_process	GO:0044182	filamentous growth of a population of un...	15	3	0	1.3E-09
Plant_scoary	GO:biological_process	GO:0009405	pathogenesis	445	5	0.07	6.2E-09
Plant_scoary	GO:biological_process	GO:0009607	response to biotic stimulus	312	4	0.05	1.4E-07
Plant_scoary	GO:biological_process	GO:0015947	methane metabolic process	6	2	0	3.2E-07
Plant_scoary	GO:biological_process	GO:0043446	cellular alkane metabolic process	6	2	0	3.2E-07
Plant_scoary	GO:biological_process	GO:0051704	multi-organism process	3306	7	0.5	3.5E-07
Plant_scoary	GO:biological_process	GO:0044419	interspecies interaction between organis...	1057	5	0.16	4.5E-07
Plant_scoary	GO:biological_process	GO:0006046	N-acetylglucosamine catabolic process	161	3	0.02	2E-06
Plant_scoary	GO:biological_process	GO:0046348	amino sugar catabolic process	234	3	0.04	6E-06
Plant_scoary	GO:biological_process	GO:1901072	glucosamine-containing compound cataboli...	234	3	0.04	6E-06
Plant_scoary	GO:biological_process	GO:0006044	N-acetylglucosamine metabolic process	273	3	0.04	9.5E-06
Plant_scoary	GO:biological_process	GO:1901071	glucosamine-containing compound metaboli...	346	3	0.05	1.9E-05
Plant_scoary	GO:biological_process	GO:0040007	growth	395	3	0.06	2.9E-05
Plant_scoary	GO:biological_process	GO:0009297	pilus assembly	476	3	0.07	5E-05
Plant_scoary	GO:biological_process	GO:0007155	cell adhesion	548	3	0.08	7.5E-05
Plant_scoary	GO:biological_process	GO:0043711	pilus organization	549	3	0.08	7.6E-05
Plant_scoary	GO:biological_process	GO:0022610	biological adhesion	618	3	0.09	0.00011
Plant_scoary	GO:biological_process	GO:0006040	amino sugar metabolic process	634	3	0.1	0.00012
Plant_scoary	GO:biological_process	GO:0043708	cell adhesion involved in biofilm format...	131	2	0.02	0.00018
Plant_scoary	GO:biological_process	GO:0018189	pyrroloquinoline quinone biosynthetic pr...	154	2	0.02	0.00025
Plant_scoary	GO:biological_process	GO:0072351	tricarboxylic acid biosynthetic process	154	2	0.02	0.00025
Plant_scoary	GO:biological_process	GO:0018212	peptidyl-tyrosine modification	160	2	0.02	0.00027
Plant_scoary	GO:biological_process	GO:0036210	protein modification process in other or...	2	1	0	0.0003
Plant_scoary	GO:biological_process	GO:0044033	multi-organism metabolic process	2	1	0	0.0003
Plant_scoary	GO:biological_process	GO:0030031	cell projection assembly	910	3	0.14	0.00033
Plant_scoary	GO:biological_process	GO:0030030	cell projection organization	1054	3	0.16	0.00051
Plant_scoary	GO:biological_process	GO:0031589	cell-substrate adhesion	277	2	0.04	0.0008
Plant_scoary	GO:biological_process	GO:0044409	entry into host	293	2	0.04	0.00089
Plant_scoary	GO:biological_process	GO:0051828	entry into other organism involved in sy...	293	2	0.04	0.00089
Plant_scoary	GO:biological_process	GO:0051701	interaction with host	444	2	0.07	0.00202
Plant_scoary	GO:biological_process	GO:0090605	submerged biofilm formation	640	2	0.1	0.00413
Plant_scoary	GO:biological_process	GO:1901136	carbohydrate derivative catabolic proces...	2279	3	0.34	0.0046
Plant_scoary	GO:biological_process	GO:0044403	symbiont process	840	2	0.13	0.007
Plant_scoary	GO:biological_process	GO:0042180	cellular ketone metabolic process	2877	3	0.43	0.00873
Plant_scoary	GO:biological_process	GO:0002252	immune effector process	76	1	0.01	0.01133
Plant_scoary	GO:biological_process	GO:0002376	immune system process	76	1	0.01	0.01133
Plant_scoary	GO:biological_process	GO:0051607	defense response to virus	76	1	0.01	0.01133
Plant_scoary	GO:biological_process	GO:0098542	defense response to other organism	76	1	0.01	0.01133
Plant_scoary	GO:biological_process	GO:0072350	tricarboxylic acid metabolic process	1244	2	0.19	0.0148
Plant_scoary	GO:biological_process	GO:0042710	biofilm formation	1380	2	0.21	0.01799
Plant_scoary	GO:biological_process	GO:1901661	quinone metabolic process	1535	2	0.23	0.02196
Plant_scoary	GO:biological_process	GO:1901663	quinone biosynthetic process	1535	2	0.23	0.02196
Plant_scoary	GO:biological_process	GO:0042181	ketone biosynthetic process	1608	2	0.24	0.02394
Plant_scoary	GO:biological_process	GO:0006952	defense response	221	1	0.03	0.03262
Plant_scoary	GO:biological_process	GO:0043087	regulation of GTPase activity	222	1	0.03	0.03277
Plant_scoary	GO:biological_process	GO:0044764	multi-organism cellular process	2106	2	0.32	0.03928
Plant_scoary	GO:biological_process	GO:0019249	lactate biosynthetic process	281	1	0.04	0.0413
Plant_scoary	GO:biological_process	GO:0009615	response to virus	292	1	0.04	0.04288
Plant_scoary	GO:biological_process	GO:0043207	response to external biotic stimulus	297	1	0.04	0.0436
Plant_scoary	GO:biological_process	GO:0051707	response to other organism	297	1	0.04	0.0436
Plant_scoary	GO:cellular_component	GO:0015050	methane monooxygenase complex	6	2	0	8.4E-08
Plant_scoary	GO:cellular_component	GO:0009279	cell outer membrane	4089	5	0.32	7.7E-06
Plant_scoary	GO:cellular_component	GO:0044462	external encapsulating structure part	4089	5	0.32	7.7E-06
Plant_scoary	GO:cellular_component	GO:0019867	outer membrane	4380	5	0.35	1.1E-05
Plant_scoary	GO:cellular_component	GO:0030312	external encapsulating structure	4535	5	0.36	1.3E-05
Plant_scoary	GO:cellular_component	GO:0030313	cell envelope	10814	5	0.85	0.0008
Plant_scoary	GO:cellular_component	GO:0031975	envelope	10814	5	0.85	0.0008
Plant_scoary	GO:molecular_function	GO:0015049	methane monooxygenase activity	6	2	0	1.9E-07
Plant_scoary	GO:molecular_function	GO:0004342	glucosamine-6-phosphate deaminase activi...	159	3	0.02	8.4E-07
Plant_scoary	GO:molecular_function	GO:0015473	fimbrial usher porin activity	319	3	0.04	6.8E-06
Plant_scoary	GO:molecular_function	GO:0015288	porin activity	611	3	0.07	4.7E-05
Plant_scoary	GO:molecular_function	GO:0022829	wide pore channel activity	611	3	0.07	4.7E-05
Plant_scoary	GO:molecular_function	GO:0016709	oxidoreductase activity, acting on paire...	90	2	0.01	5.1E-05
Plant_scoary	GO:molecular_function	GO:0019239	deaminase activity	741	3	0.09	8.3E-05
Plant_scoary	GO:molecular_function	GO:0016861	intramolecular oxidoreductase activity, ...	854	3	0.1	0.00013
Plant_scoary	GO:molecular_function	GO:0046982	protein heterodimerization activity	179	2	0.02	0.0002
Plant_scoary	GO:molecular_function	GO:0016262	protein N-acetylglucosaminyltransferase ...	2	1	0	0.00023
Plant_scoary	GO:molecular_function	GO:0050568	protein-glutamine glutaminase activity	2	1	0	0.00023
Plant_scoary	GO:molecular_function	GO:0004497	monooxygenase activity	234	2	0.03	0.00034
Plant_scoary	GO:molecular_function	GO:0015267	channel activity	1375	3	0.16	0.00051
Plant_scoary	GO:molecular_function	GO:0022803	passive transmembrane transporter activi...	1375	3	0.16	0.00051
Plant_scoary	GO:molecular_function	GO:0016860	intramolecular oxidoreductase activity	1442	3	0.17	0.00058
Plant_scoary	GO:molecular_function	GO:0016705	oxidoreductase activity, acting on paire...	599	2	0.07	0.00219
Plant_scoary	GO:molecular_function	GO:0016780	phosphotransferase activity, for other s...	946	2	0.11	0.00535
Plant_scoary	GO:molecular_function	GO:0008375	acetylglucosaminyltransferase activity	75	1	0.01	0.00873
Plant_scoary	GO:molecular_function	GO:0004448	isocitrate dehydrogenase activity	80	1	0.01	0.00931
Plant_scoary	GO:molecular_function	GO:0004450	isocitrate dehydrogenase (NADP+) activit...	80	1	0.01	0.00931
Plant_scoary	GO:molecular_function	GO:0046983	protein dimerization activity	1442	2	0.17	0.01202
Plant_scoary	GO:molecular_function	GO:0008194	UDP-glycosyltransferase activity	233	1	0.03	0.02689
Plant_scoary	GO:molecular_function	GO:0016853	isomerase activity	5848	3	0.68	0.02851
Plant_scoary	GO:molecular_function	GO:0019172	glyoxalase III activity	281	1	0.03	0.03234
Unique	GO:biological_process	GO:0007155	cell adhesion	548	16	0.6	2.8E-18
Unique	GO:biological_process	GO:0022610	biological adhesion	618	16	0.68	1.9E-17
Unique	GO:biological_process	GO:0006313	transposition, DNA-mediated	26	4	0.03	2E-08
Unique	GO:biological_process	GO:0009297	pilus assembly	476	8	0.52	6.7E-08
Unique	GO:biological_process	GO:0043711	pilus organization	549	8	0.6	2E-07
Unique	GO:biological_process	GO:0036210	protein modification process in other or...	2	2	0	1.2E-06
Unique	GO:biological_process	GO:0042732	D-xylose metabolic process	2	2	0	1.2E-06
Unique	GO:biological_process	GO:0042843	D-xylose catabolic process	2	2	0	1.2E-06
Unique	GO:biological_process	GO:0044033	multi-organism metabolic process	2	2	0	1.2E-06
Unique	GO:biological_process	GO:0005976	polysaccharide metabolic process	3953	17	4.32	1.8E-06
Unique	GO:biological_process	GO:0032196	transposition	98	4	0.11	4.6E-06
Unique	GO:biological_process	GO:0030031	cell projection assembly	910	8	0.99	8.3E-06
Unique	GO:biological_process	GO:0019249	lactate biosynthetic process	281	5	0.31	1.6E-05
Unique	GO:biological_process	GO:0030030	cell projection organization	1054	8	1.15	2.4E-05
Unique	GO:biological_process	GO:1901367	response to L-cysteine	8	2	0.01	3.3E-05
Unique	GO:biological_process	GO:0045226	extracellular polysaccharide biosyntheti...	178	4	0.19	4.8E-05
Unique	GO:biological_process	GO:0046379	extracellular polysaccharide metabolic p...	178	4	0.19	4.8E-05
Unique	GO:biological_process	GO:0051704	multi-organism process	3306	13	3.61	7.7E-05
Unique	GO:biological_process	GO:0000271	polysaccharide biosynthetic process	3343	13	3.65	8.6E-05
Unique	GO:biological_process	GO:0042710	biofilm formation	1380	8	1.51	0.00015
Unique	GO:biological_process	GO:0019243	methylglyoxal catabolic process to D-lac...	499	5	0.55	0.00024
Unique	GO:biological_process	GO:0061727	methylglyoxal catabolic process to lacta...	499	5	0.55	0.00024
Unique	GO:biological_process	GO:0033692	cellular polysaccharide biosynthetic pro...	3309	12	3.61	0.0003
Unique	GO:biological_process	GO:0044264	cellular polysaccharide metabolic proces...	3810	13	4.16	0.00031
Unique	GO:biological_process	GO:0005975	carbohydrate metabolic process	10302	24	11.25	0.00035
Unique	GO:biological_process	GO:0034637	cellular carbohydrate biosynthetic proce...	3382	12	3.69	0.00037
Unique	GO:biological_process	GO:0043708	cell adhesion involved in biofilm format...	131	3	0.14	0.00042
Unique	GO:biological_process	GO:0009103	lipopolysaccharide biosynthetic process	1694	8	1.85	0.00059
Unique	GO:biological_process	GO:0006310	DNA recombination	2186	9	2.39	0.00072
Unique	GO:biological_process	GO:0016051	carbohydrate biosynthetic process	4734	14	5.17	0.00074
Unique	GO:biological_process	GO:0051596	methylglyoxal catabolic process	656	5	0.72	0.00082
Unique	GO:biological_process	GO:0006351	transcription, DNA-templated	11736	25	12.82	0.00097
Unique	GO:biological_process	GO:0008653	lipopolysaccharide metabolic process	1840	8	2.01	0.00101
Unique	GO:biological_process	GO:0005997	xylulose metabolic process	1	1	0	0.00109
Unique	GO:biological_process	GO:0005998	xylulose catabolic process	1	1	0	0.00109
